ID,answer_0,answer_1,answer_2,answer_3
TEST_0930,2,0,3,1
TEST_0931,3,0,2,1
TEST_0932,0,2,3,1
TEST_0933,3,1,0,2
TEST_0934,0,3,2,1
TEST_0935,0,3,1,2
TEST_0936,3,1,0,2
TEST_0937,0,2,3,1
TEST_0938,1,0,2,3
TEST_0939,1,3,0,2
TEST_0940,2,1,0,3
TEST_0941,3,1,0,2
TEST_0942,2,1,3,0
TEST_0943,2,0,3,1
TEST_0944,1,2,3,0
TEST_0945,0,1,3,2
TEST_0946,2,1,0,3
TEST_0947,0,3,1,2
TEST_0948,0,3,2,1
TEST_0949,2,1,3,0
TEST_0950,1,3,0,2
TEST_0951,1,0,3,2
TEST_0952,3,1,2,0
TEST_0953,1,3,2,0
TEST_0954,2,0,3,1
TEST_0955,3,2,0,1
TEST_0956,1,3,2,0
TEST_0957,3,1,0,2
TEST_0958,1,0,2,3
TEST_0959,1,2,0,3
TEST_0960,0,1,3,2
TEST_0961,0,1,2,3
TEST_0962,2,1,0,3
TEST_0963,3,2,0,1
TEST_0964,0,3,1,2
TEST_0965,1,0,3,2
TEST_0966,3,0,2,1
TEST_0967,0,3,1,2
TEST_0968,1,0,3,2
TEST_0969,3,1,2,0
TEST_0970,0,2,1,3
TEST_0971,2,1,0,3
TEST_0972,2,3,1,0
TEST_0973,2,0,3,1
TEST_0974,0,2,1,3
TEST_0975,1,2,3,0
TEST_0976,3,1,0,2
TEST_0977,2,3,1,0
TEST_0978,2,1,3,0
TEST_0979,1,2,0,3
TEST_0980,2,0,1,3
TEST_0981,0,1,2,3
TEST_0982,0,1,2,3
TEST_0983,3,1,0,2
TEST_0984,1,0,3,2
TEST_0985,0,1,2,3
TEST_0986,1,0,3,2
TEST_0987,0,1,3,2
TEST_0988,1,0,2,3
TEST_0989,1,2,3,0
TEST_0990,3,2,0,1
TEST_0991,2,0,3,1
TEST_0992,0,1,3,2
TEST_0993,1,2,0,3
TEST_0994,2,0,1,3
TEST_0995,3,0,1,2
TEST_0996,2,3,0,1
TEST_0997,3,1,0,2
TEST_0998,2,0,3,1
TEST_0999,2,3,0,1
TEST_1000,1,2,3,0
TEST_1001,1,3,0,2
TEST_1002,3,2,0,1
TEST_1003,0,1,3,2
TEST_1004,3,0,1,2
TEST_1005,0,1,2,3
TEST_1006,0,1,2,3
TEST_1007,2,0,1,3
TEST_1008,0,3,2,1
TEST_1009,0,3,1,2
TEST_1010,0,1,2,3
TEST_1011,3,1,2,0
TEST_1012,0,1,2,3
TEST_1013,0,1,2,3
TEST_1014,0,3,1,2
TEST_1015,1,3,2,0
TEST_1016,2,1,3,0
TEST_1017,1,3,0,2
TEST_1018,3,1,2,0
TEST_1019,2,1,0,3
TEST_1020,3,2,1,0
TEST_1021,0,1,3,2
TEST_1022,0,2,3,1
TEST_1023,1,2,3,0
TEST_1024,2,1,0,3
TEST_1025,2,3,1,0
TEST_1026,3,0,2,1
TEST_1027,0,2,3,1
TEST_1028,1,2,3,0
TEST_1029,1,0,2,3
TEST_1030,1,2,3,0
TEST_1031,0,1,2,3
TEST_1032,0,3,2,1
TEST_1033,3,1,2,0
TEST_1034,0,2,3,1
TEST_1035,0,3,1,2
TEST_1036,2,0,3,1
TEST_1037,1,0,3,2
TEST_1038,2,3,1,0
TEST_1039,1,2,3,0
TEST_1040,2,1,0,3
TEST_1041,2,3,1,0
TEST_1042,0,2,1,3
TEST_1043,1,2,3,0
TEST_1044,1,3,0,2
TEST_1045,0,1,2,3
TEST_1046,1,3,0,2
TEST_1047,0,1,2,3
TEST_1048,3,0,1,2
TEST_1049,2,0,1,3
TEST_1050,2,0,3,1
TEST_1051,2,1,0,3
TEST_1052,3,2,1,0
TEST_1053,3,1,0,2
TEST_1054,2,0,3,1
TEST_1055,0,3,2,1
TEST_1056,0,2,3,1
TEST_1057,0,1,2,3
TEST_1058,2,0,1,3
TEST_1059,0,2,3,1
TEST_1060,3,0,2,1
TEST_1061,3,0,1,2
TEST_1062,2,1,3,0
TEST_1063,3,0,2,1
TEST_1064,1,3,0,2
TEST_1065,3,0,2,1
TEST_1066,0,1,2,3
TEST_1067,3,2,1,0
TEST_1068,0,3,1,2
TEST_1069,0,2,3,1
TEST_1070,0,1,2,3
TEST_1071,0,3,1,2
TEST_1072,0,2,1,3
TEST_1073,1,0,2,3
TEST_1074,1,0,2,3
TEST_1075,1,0,2,3
TEST_1076,2,3,1,0
TEST_1077,3,1,2,0
TEST_1078,3,2,1,0
TEST_1079,2,3,0,1
TEST_1080,0,3,2,1
TEST_1081,0,2,3,1
TEST_1082,1,3,0,2
TEST_1083,2,3,1,0
TEST_1084,0,3,1,2
TEST_1085,1,3,0,2
TEST_1086,0,3,1,2
TEST_1087,3,0,2,1
TEST_1088,2,0,3,1
TEST_1089,0,3,2,1
TEST_1090,3,0,2,1
TEST_1091,3,0,2,1
TEST_1092,0,1,2,3
TEST_1093,0,3,2,1
TEST_1094,1,2,3,0
TEST_1095,1,2,3,0
TEST_1096,3,0,2,1
TEST_1097,1,3,2,0
TEST_1098,0,3,1,2
TEST_1099,2,3,1,0
TEST_1100,0,1,3,2
TEST_1101,0,3,2,1
TEST_1102,1,0,2,3
TEST_1103,1,3,0,2
TEST_1104,2,3,0,1
TEST_1105,1,2,0,3
TEST_1106,3,0,1,2
TEST_1107,2,0,1,3
TEST_1108,0,2,1,3
TEST_1109,0,3,2,1
TEST_1110,2,1,3,0
TEST_1111,0,1,3,2
TEST_1112,2,3,1,0
TEST_1113,1,0,2,3
TEST_1114,0,3,1,2
TEST_1115,0,1,3,2
TEST_1116,3,2,0,1
TEST_1117,1,2,0,3
TEST_1118,2,0,1,3
TEST_1119,2,1,3,0
TEST_1120,3,1,0,2
TEST_1121,0,3,2,1
TEST_1122,2,3,1,0
TEST_1123,0,2,1,3
TEST_1124,3,0,2,1
TEST_1125,2,3,1,0
TEST_1126,1,3,0,2
TEST_1127,2,1,3,0
TEST_1128,0,1,3,2
TEST_1129,0,2,1,3
TEST_1130,0,1,2,3
TEST_1131,0,2,3,1
TEST_1132,2,1,3,0
TEST_1133,3,0,2,1
TEST_1134,0,3,2,1
TEST_1135,3,2,1,0
TEST_1136,2,1,0,3
TEST_1137,1,2,0,3
TEST_1138,3,1,2,0
TEST_1139,1,0,3,2
TEST_1140,0,3,2,1
TEST_1141,2,1,0,3
TEST_1142,1,2,3,0
TEST_1143,3,2,1,0
TEST_1144,0,1,3,2
TEST_1145,3,0,2,1
TEST_1146,1,3,2,0
TEST_1147,0,1,2,3
TEST_1148,1,3,0,2
TEST_1149,0,2,1,3
TEST_1150,3,1,2,0
TEST_1151,2,1,0,3
TEST_1152,1,2,0,3
TEST_1153,0,2,1,3
TEST_1154,0,1,2,3
TEST_1155,2,1,0,3
TEST_1156,1,3,2,0
TEST_1157,3,1,2,0
TEST_1158,0,1,2,3
TEST_1159,3,2,1,0
TEST_1160,2,3,0,1
TEST_1161,3,1,2,0
TEST_1162,2,3,0,1
TEST_1163,0,1,3,2
TEST_1164,3,1,2,0
TEST_1165,0,3,2,1
TEST_1166,2,0,3,1
TEST_1167,3,1,2,0
TEST_1168,2,1,3,0
TEST_1169,3,1,2,0
TEST_1170,2,1,0,3
TEST_1171,0,2,1,3
TEST_1172,0,3,2,1
TEST_1173,0,1,2,3
TEST_1174,3,2,0,1
TEST_1175,1,0,2,3
TEST_1176,2,1,0,3
TEST_1177,1,0,2,3
TEST_1178,0,1,3,2
TEST_1179,0,1,2,3
TEST_1180,0,1,3,2
TEST_1181,2,0,3,1
TEST_1182,3,1,2,0
TEST_1183,2,1,0,3
TEST_1184,3,2,0,1
TEST_1185,3,1,0,2
TEST_1186,3,0,1,2
TEST_1187,3,0,1,2
TEST_1188,1,0,2,3
TEST_1189,2,1,3,0
TEST_1190,3,2,1,0
TEST_1191,2,3,0,1
TEST_1192,2,1,3,0
TEST_1193,2,0,1,3
TEST_1194,0,3,2,1
TEST_1195,0,1,2,3
TEST_1196,0,2,1,3
TEST_1197,1,3,0,2
TEST_1198,2,0,1,3
TEST_1199,3,2,0,1
TEST_1200,2,1,3,0
TEST_1201,2,3,1,0
TEST_1202,2,0,1,3
TEST_1203,3,2,1,0
TEST_1204,3,2,0,1
TEST_1205,1,3,0,2
TEST_1206,2,3,0,1
TEST_1207,1,2,3,0
TEST_1208,3,0,2,1
TEST_1209,0,3,2,1
TEST_1210,3,1,0,2
TEST_1211,1,3,0,2
TEST_1212,0,3,2,1
TEST_1213,0,1,2,3
TEST_1214,1,0,3,2
TEST_1215,3,0,2,1
TEST_1216,0,3,1,2
TEST_1217,2,3,1,0
TEST_1218,3,1,0,2
TEST_1219,1,3,2,0
TEST_1220,2,3,1,0
TEST_1221,3,0,2,1
TEST_1222,2,3,0,1
TEST_1223,2,0,3,1
TEST_1224,3,2,0,1
TEST_1225,1,3,2,0
TEST_1226,3,0,2,1
TEST_1227,0,2,3,1
TEST_1228,2,1,3,0
TEST_1229,3,1,0,2
TEST_1230,2,3,1,0
TEST_1231,3,1,2,0
TEST_1232,2,1,3,0
TEST_1233,3,2,1,0
TEST_1234,2,0,3,1
TEST_1235,3,0,1,2
TEST_1236,3,0,1,2
TEST_1237,3,0,1,2
TEST_1238,3,1,2,0
TEST_1239,1,0,3,2
TEST_1240,0,1,2,3
TEST_1241,3,0,1,2
TEST_1242,0,2,3,1
TEST_1243,0,3,2,1
TEST_1244,1,3,0,2
TEST_1245,1,0,2,3
TEST_1246,1,2,0,3
TEST_1247,0,1,3,2
TEST_1248,0,2,1,3
TEST_1249,0,3,2,1
TEST_1250,1,2,0,3
TEST_1251,1,2,3,0
TEST_1252,1,0,3,2
TEST_1253,3,2,1,0
TEST_1254,3,1,0,2
TEST_1255,2,0,3,1
TEST_1256,1,0,3,2
TEST_1257,3,2,1,0
TEST_1258,2,1,3,0
TEST_1259,0,3,2,1
TEST_1260,3,0,1,2
TEST_1261,3,2,0,1
TEST_1262,0,3,2,1
TEST_1263,2,1,0,3
TEST_1264,0,3,2,1
TEST_1265,0,2,1,3
TEST_1266,2,0,1,3
TEST_1267,3,0,1,2
TEST_1268,0,3,2,1
TEST_1269,2,0,1,3
TEST_1270,3,1,2,0
TEST_1271,2,1,0,3
TEST_1272,0,1,3,2
TEST_1273,1,0,2,3
TEST_1274,2,0,3,1
TEST_1275,3,2,1,0
TEST_1276,1,3,0,2
TEST_1277,3,0,2,1
TEST_1278,3,0,1,2
TEST_1279,3,0,1,2
TEST_1280,0,2,1,3
TEST_1281,1,0,2,3
TEST_1282,1,2,0,3
TEST_1283,2,3,1,0
TEST_1284,1,0,3,2
TEST_1285,2,3,0,1
TEST_1286,3,0,1,2
TEST_1287,3,0,1,2
TEST_1288,0,2,1,3
TEST_1289,3,1,2,0
TEST_1290,0,2,3,1
TEST_1291,1,2,0,3
TEST_1292,1,0,2,3
TEST_1293,1,0,2,3
TEST_1294,2,0,1,3
TEST_1295,0,1,2,3
TEST_1296,1,2,3,0
TEST_1297,0,3,2,1
TEST_1298,0,2,1,3
TEST_1299,1,2,3,0
TEST_1300,3,1,2,0
TEST_1301,1,3,0,2
TEST_1302,1,3,0,2
TEST_1303,1,3,0,2
TEST_1304,3,0,2,1
TEST_1305,2,1,3,0
TEST_1306,1,2,3,0
TEST_1307,0,2,3,1
TEST_1308,0,3,2,1
TEST_1309,3,0,2,1
TEST_1310,0,3,2,1
TEST_1311,0,3,2,1
TEST_1312,1,2,3,0
TEST_1313,3,1,2,0
TEST_1314,2,1,0,3
TEST_1315,1,2,3,0
TEST_1316,0,1,2,3
TEST_1317,3,0,1,2
TEST_1318,3,0,2,1
TEST_1319,2,0,3,1
TEST_1320,1,3,2,0
TEST_1321,3,0,1,2
TEST_1322,1,2,3,0
TEST_1323,3,2,0,1
TEST_1324,2,0,3,1
TEST_1325,2,0,3,1
TEST_1326,0,2,3,1
TEST_1327,2,0,1,3
TEST_1328,2,3,1,0
TEST_1329,3,2,1,0
TEST_1330,1,3,0,2
TEST_1331,1,3,0,2
TEST_1332,3,2,1,0
TEST_1333,2,0,1,3
TEST_1334,0,2,1,3
TEST_1335,3,2,1,0
TEST_1336,2,1,0,3
TEST_1337,1,2,0,3
TEST_1338,2,3,0,1
TEST_1339,3,2,1,0
TEST_1340,0,2,3,1
TEST_1341,1,3,0,2
TEST_1342,1,2,3,0
TEST_1343,1,0,3,2
TEST_1344,3,1,0,2
TEST_1345,2,3,0,1
TEST_1346,1,0,2,3
TEST_1347,1,3,2,0
TEST_1348,1,2,0,3
TEST_1349,2,1,3,0
TEST_1350,2,0,3,1
TEST_1351,3,0,1,2
TEST_1352,2,0,3,1
TEST_1353,2,0,1,3
TEST_1354,2,1,0,3
TEST_1355,0,1,3,2
TEST_1356,0,1,3,2
TEST_1357,0,1,2,3
TEST_1358,3,2,1,0
TEST_1359,0,1,3,2
TEST_1360,3,0,2,1
TEST_1361,2,3,0,1
TEST_1362,2,0,3,1
TEST_1363,3,2,0,1
TEST_1364,1,2,0,3
TEST_1365,1,2,0,3
TEST_1366,1,2,0,3
TEST_1367,2,3,1,0
TEST_1368,0,2,1,3
TEST_1369,1,2,0,3
TEST_1370,3,0,1,2
TEST_1371,3,1,0,2
TEST_1372,1,0,3,2
TEST_1373,3,0,1,2
TEST_1374,2,3,1,0
TEST_1375,0,3,1,2
TEST_1376,2,0,3,1
TEST_1377,3,1,2,0
TEST_1378,0,3,2,1
TEST_1379,2,1,0,3
TEST_1380,1,2,0,3
TEST_1381,3,0,1,2
TEST_1382,2,3,0,1
TEST_1383,1,0,2,3
TEST_1384,0,2,3,1
TEST_1385,0,3,1,2
TEST_1386,0,2,3,1
TEST_1387,2,0,1,3
TEST_1388,1,2,0,3
TEST_1389,1,2,0,3
TEST_1390,3,2,1,0
TEST_1391,1,0,3,2
TEST_1392,0,1,2,3
TEST_1393,0,2,1,3
TEST_1394,0,2,3,1
TEST_1395,3,0,1,2
TEST_1396,1,0,3,2
TEST_1397,1,2,3,0
TEST_1398,0,1,3,2
TEST_1399,2,0,3,1
TEST_1400,0,3,1,2
TEST_1401,1,3,2,0
TEST_1402,3,0,1,2
TEST_1403,3,1,0,2
TEST_1404,1,3,0,2
TEST_1405,1,3,2,0
TEST_1406,3,0,2,1
TEST_1407,1,3,0,2
TEST_1408,3,1,0,2
TEST_1409,3,0,2,1
TEST_1410,2,1,3,0
TEST_1411,3,1,0,2
TEST_1412,0,3,1,2
TEST_1413,0,3,1,2
TEST_1414,0,3,2,1
TEST_1415,3,0,2,1
TEST_1416,3,0,2,1
TEST_1417,2,1,3,0
TEST_1418,1,2,0,3
TEST_1419,1,2,0,3
TEST_1420,1,2,0,3
TEST_1421,2,3,1,0
TEST_1422,1,2,0,3
TEST_1423,0,2,1,3
TEST_1424,1,3,0,2
TEST_1425,1,3,0,2
TEST_1426,3,0,2,1
TEST_1427,0,3,2,1
TEST_1428,0,3,2,1
TEST_1429,0,2,1,3
TEST_1430,3,1,2,0
TEST_1431,2,0,3,1
TEST_1432,3,1,0,2
TEST_1433,2,3,0,1
TEST_1434,0,3,1,2
TEST_1435,0,1,3,2
TEST_1436,2,3,1,0
TEST_1437,1,0,2,3
TEST_1438,3,2,0,1
TEST_1439,3,0,2,1
TEST_1440,3,2,1,0
TEST_1441,3,0,2,1
TEST_1442,2,1,0,3
TEST_1443,0,2,3,1
TEST_1444,2,1,3,0
TEST_1445,1,2,0,3
TEST_1446,0,2,1,3
TEST_1447,3,1,2,0
TEST_1448,0,3,2,1
TEST_1449,0,1,2,3
TEST_1450,1,2,0,3
TEST_1451,1,3,2,0
TEST_1452,0,3,2,1
TEST_1453,0,3,2,1
TEST_1454,2,1,0,3
TEST_1455,0,2,3,1
TEST_1456,3,1,2,0
TEST_1457,3,1,0,2
TEST_1458,1,2,3,0
TEST_1459,2,3,0,1
TEST_1460,0,2,1,3
TEST_1461,2,3,1,0
TEST_1462,0,1,3,2
TEST_1463,3,1,2,0
TEST_1464,1,3,0,2
TEST_1465,1,3,2,0
TEST_1466,3,1,0,2
TEST_1467,3,2,0,1
TEST_1468,0,2,1,3
TEST_1469,0,1,2,3
TEST_1470,1,0,2,3
TEST_1471,2,0,1,3
TEST_1472,0,2,1,3
TEST_1473,3,0,2,1
TEST_1474,3,1,0,2
TEST_1475,0,1,3,2
TEST_1476,1,0,3,2
TEST_1477,1,3,0,2
TEST_1478,0,2,1,3
TEST_1479,2,3,1,0
TEST_1480,3,2,0,1
TEST_1481,2,1,0,3
TEST_1482,2,0,3,1
TEST_1483,1,3,0,2
TEST_1484,0,3,1,2
TEST_1485,0,1,3,2
TEST_1486,0,1,2,3
TEST_1487,0,1,3,2
TEST_1488,0,3,2,1
TEST_1489,1,0,3,2
TEST_1490,1,2,0,3
TEST_1491,0,1,3,2
TEST_1492,0,3,1,2
TEST_1493,1,2,0,3
TEST_1494,3,2,0,1
TEST_1495,3,1,0,2
TEST_1496,3,0,1,2
TEST_1497,0,3,1,2
TEST_1498,1,2,3,0
TEST_1499,1,3,0,2
TEST_1500,3,1,0,2
TEST_1501,2,0,3,1
TEST_1502,0,3,1,2
TEST_1503,2,3,0,1
TEST_1504,2,0,3,1
TEST_1505,0,1,3,2
TEST_1506,1,2,0,3
TEST_1507,3,0,2,1
TEST_1508,3,0,1,2
TEST_1509,3,2,1,0
TEST_1510,1,0,3,2
TEST_1511,3,2,1,0
TEST_1512,3,1,2,0
TEST_1513,1,2,0,3
TEST_1514,0,3,2,1
TEST_1515,3,0,1,2
TEST_1516,1,2,3,0
TEST_1517,2,0,1,3
TEST_1518,0,1,3,2
TEST_1519,2,0,3,1
TEST_1520,1,0,3,2
TEST_1521,3,2,0,1
TEST_1522,3,2,0,1
TEST_1523,1,2,3,0
TEST_1524,1,2,3,0
TEST_1525,1,0,3,2
TEST_1526,0,1,2,3
TEST_1527,0,1,2,3
TEST_1528,2,3,0,1
TEST_1529,3,2,0,1
TEST_1530,0,1,3,2
TEST_1531,3,2,1,0
TEST_1532,0,3,1,2
TEST_1533,0,3,1,2
TEST_1534,1,3,0,2
TEST_1535,1,0,3,2
TEST_1536,3,2,0,1
TEST_1537,2,3,0,1
TEST_1538,1,3,2,0
TEST_1539,0,2,1,3
TEST_1540,2,1,0,3
TEST_1541,1,2,0,3
TEST_1542,0,2,3,1
TEST_1543,2,3,0,1
TEST_1544,2,3,1,0
TEST_1545,3,2,0,1
TEST_1546,3,2,0,1
TEST_1547,3,2,0,1
TEST_1548,1,2,0,3
TEST_1549,2,3,0,1
TEST_1550,2,0,1,3
TEST_1551,2,0,3,1
TEST_1552,0,2,3,1
TEST_1553,0,1,2,3
TEST_1554,1,3,2,0
TEST_1555,0,1,2,3
TEST_1556,2,3,1,0
TEST_1557,0,3,1,2
TEST_1558,1,2,3,0
TEST_1559,0,1,2,3
TEST_1560,2,3,1,0
TEST_1561,3,1,2,0
TEST_1562,1,3,2,0
TEST_1563,2,0,1,3
TEST_1564,2,3,1,0
TEST_1565,3,0,2,1
TEST_1566,3,1,2,0
TEST_1567,1,2,0,3
TEST_1568,1,3,2,0
TEST_1569,1,3,0,2
TEST_1570,1,2,3,0
TEST_1571,3,0,1,2
TEST_1572,0,1,2,3
TEST_1573,1,3,2,0
TEST_1574,0,3,2,1
TEST_1575,2,3,0,1
TEST_1576,0,3,2,1
TEST_1577,3,1,0,2
TEST_1578,1,2,3,0
TEST_1579,1,0,3,2
TEST_1580,3,2,0,1
TEST_1581,1,0,2,3
TEST_1582,3,1,0,2
TEST_1583,3,0,2,1
TEST_1584,3,2,1,0
TEST_1585,3,1,2,0
TEST_1586,0,2,3,1
TEST_1587,3,1,0,2
TEST_1588,1,2,3,0
TEST_1589,3,0,1,2
TEST_1590,0,2,1,3
TEST_1591,1,0,3,2
TEST_1592,0,1,3,2
TEST_1593,1,2,0,3
TEST_1594,0,3,2,1
TEST_1595,2,0,3,1
TEST_1596,3,0,1,2
TEST_1597,0,2,3,1
TEST_1598,3,1,0,2
TEST_1599,2,3,0,1
TEST_1600,1,0,3,2
TEST_1601,0,1,2,3
TEST_1602,0,3,1,2
TEST_1603,3,1,0,2
TEST_1604,3,1,0,2
TEST_1605,3,2,0,1
TEST_1606,0,2,3,1
TEST_1607,2,3,0,1
TEST_1608,3,1,2,0
TEST_1609,1,2,3,0
TEST_1610,1,0,2,3
TEST_1611,0,1,2,3
TEST_1612,1,0,3,2
TEST_1613,1,0,3,2
TEST_1614,2,3,1,0
TEST_1615,1,3,0,2
TEST_1616,2,1,3,0
TEST_1617,3,0,1,2
TEST_1618,0,3,1,2
TEST_1619,2,0,1,3
TEST_1620,2,0,3,1
TEST_1621,0,2,3,1
TEST_1622,0,1,3,2
TEST_1623,1,0,3,2
TEST_1624,2,0,3,1
TEST_1625,3,2,1,0
TEST_1626,0,3,2,1
TEST_1627,2,3,1,0
TEST_1628,2,0,3,1
TEST_1629,0,3,1,2
TEST_1630,0,2,1,3
TEST_1631,2,0,3,1
TEST_1632,3,0,1,2
TEST_1633,3,1,0,2
TEST_1634,0,1,3,2
TEST_1635,3,0,2,1
TEST_1636,1,3,0,2
TEST_1637,0,2,1,3
TEST_1638,2,0,3,1
TEST_1639,3,2,1,0
TEST_1640,0,2,1,3
TEST_1641,2,3,0,1
TEST_1642,2,0,1,3
TEST_1643,2,0,3,1
TEST_1644,0,3,2,1
TEST_1645,0,1,3,2
TEST_1646,0,2,3,1
TEST_1647,0,2,1,3
TEST_1648,0,2,3,1
TEST_1649,2,3,1,0
TEST_1650,1,2,3,0
TEST_1651,1,3,0,2
TEST_1652,1,2,0,3
TEST_1653,0,3,1,2
TEST_1654,1,0,2,3
TEST_1655,2,3,0,1
TEST_1656,3,1,2,0
TEST_1657,3,1,2,0
TEST_1658,0,2,1,3
TEST_1659,0,3,1,2
TEST_1660,1,0,2,3
TEST_1661,3,2,1,0
TEST_1662,2,0,3,1
TEST_1663,3,0,2,1
TEST_1664,3,2,0,1
TEST_1665,3,0,2,1
TEST_1666,2,1,0,3
TEST_1667,1,0,3,2
TEST_1668,3,1,0,2
TEST_1669,3,0,1,2
TEST_1670,3,2,0,1
TEST_1671,0,1,2,3
TEST_1672,2,3,0,1
TEST_1673,3,1,0,2
TEST_1674,2,0,1,3
TEST_1675,3,2,1,0
TEST_1676,3,0,1,2
TEST_1677,1,3,0,2
TEST_1678,2,1,3,0
TEST_1679,3,2,1,0
TEST_1680,2,3,0,1
TEST_1681,0,3,2,1
TEST_1682,3,2,1,0
TEST_1683,3,0,1,2
TEST_1684,0,3,1,2
TEST_1685,2,3,1,0
TEST_1686,3,1,0,2
TEST_1687,3,1,0,2
TEST_1688,1,3,0,2
TEST_1689,1,3,0,2
TEST_1690,2,3,1,0
TEST_1691,3,2,0,1
TEST_1692,3,1,2,0
TEST_1693,1,3,0,2
TEST_1694,3,2,0,1
TEST_1695,0,1,3,2
TEST_1696,3,1,2,0
TEST_1697,0,1,3,2
TEST_1698,3,1,0,2
TEST_1699,2,3,1,0
TEST_1700,0,2,3,1
TEST_1701,0,1,2,3
TEST_1702,0,3,2,1
TEST_1703,2,1,3,0
TEST_1704,1,2,3,0
TEST_1705,3,1,2,0
TEST_1706,3,0,1,2
TEST_1707,2,0,3,1
TEST_1708,3,2,0,1
TEST_1709,1,2,0,3
TEST_1710,1,2,0,3
TEST_1711,1,0,2,3
TEST_1712,0,1,2,3
TEST_1713,0,1,2,3
TEST_1714,1,3,0,2
TEST_1715,2,1,3,0
TEST_1716,1,2,0,3
TEST_1717,3,0,1,2
TEST_1718,1,3,2,0
TEST_1719,1,0,2,3
TEST_1720,3,1,0,2
TEST_1721,2,3,1,0
TEST_1722,3,2,1,0
TEST_1723,0,3,1,2
TEST_1724,2,1,3,0
TEST_1725,0,3,1,2
TEST_1726,2,0,1,3
TEST_1727,3,1,2,0
TEST_1728,1,0,3,2
TEST_1729,1,0,3,2
TEST_1730,2,1,0,3
TEST_1731,0,2,3,1
TEST_1732,1,3,0,2
TEST_1733,2,3,0,1
TEST_1734,0,2,3,1
TEST_1735,0,1,2,3
TEST_1736,1,0,3,2
TEST_1737,1,2,0,3
TEST_1738,2,3,1,0
TEST_1739,2,3,0,1
TEST_1740,3,2,1,0
TEST_1741,0,3,1,2
TEST_1742,3,1,0,2
TEST_1743,2,0,3,1
TEST_1744,1,3,0,2
TEST_1745,3,1,0,2
TEST_1746,0,1,2,3
TEST_1747,1,3,0,2
TEST_1748,1,0,2,3
TEST_1749,0,1,3,2
TEST_1750,1,0,2,3
TEST_1751,1,3,0,2
TEST_1752,3,2,1,0
TEST_1753,2,0,3,1
TEST_1754,2,0,3,1
TEST_1755,1,3,2,0
TEST_1756,1,2,3,0
TEST_1757,3,2,1,0
TEST_1758,0,1,2,3
TEST_1759,2,0,1,3
TEST_1760,2,0,1,3
TEST_1761,0,2,1,3
TEST_1762,3,2,0,1
TEST_1763,3,0,2,1
TEST_1764,0,1,2,3
TEST_1765,1,2,0,3
TEST_1766,2,3,0,1
TEST_1767,1,2,0,3
TEST_1768,1,0,2,3
TEST_1769,3,2,1,0
TEST_1770,1,3,2,0
TEST_1771,2,1,3,0
TEST_1772,2,3,0,1
TEST_1773,2,3,0,1
TEST_1774,1,3,2,0
TEST_1775,3,1,0,2
TEST_1776,1,2,3,0
TEST_1777,2,1,3,0
TEST_1778,2,1,0,3
TEST_1779,2,0,3,1
